"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","category","letter","correct_response","correct_response_key","trial_counter","current_image","test_triplet","foil_triplet","correct","firstSequencePaths","secondSequencePaths"
"","","","","","image-keyboard-response","590","2.0.0","627409","p20xng64d9m","p73","null","stimuli/street_66.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","591","2.0.0","628413","p20xng64d9m","p73","null","stimuli/field_49.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","592","2.0.0","629416","p20xng64d9m","p73","null","stimuli/stream_50.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","593","2.0.0","630419","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","594","2.0.0","631422","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","595","2.0.0","632426","p20xng64d9m","p73","null","stimuli/bathroom_36.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","596","2.0.0","633428","p20xng64d9m","p73","null","stimuli/field_49.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","597","2.0.0","634432","p20xng64d9m","p73","null","stimuli/coast_42.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","598","2.0.0","634720","p20xng64d9m","p73","286","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","2","","","","[""D"",""E"",""F""]","[""A"",""E"",""I""]","true","[""<p>Sequence 1</p>"",""stimuli/street_66.jpg"",""stimuli/field_49.jpg"",""stimuli/stream_50.jpg""]","[""<p>Sequence 2</p>"",""stimuli/bathroom_36.jpg"",""stimuli/field_49.jpg"",""stimuli/coast_42.jpg""]"
"","","","","","html-keyboard-response","599","2.0.0","635723","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","600","2.0.0","636727","p20xng64d9m","p73","null","stimuli/street_66.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","601","2.0.0","637732","p20xng64d9m","p73","null","stimuli/field_49.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","602","2.0.0","638735","p20xng64d9m","p73","null","stimuli/stream_50.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","603","2.0.0","639739","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","604","2.0.0","640742","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","605","2.0.0","641747","p20xng64d9m","p73","null","stimuli/street_66.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","606","2.0.0","642750","p20xng64d9m","p73","null","stimuli/gym_67.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","607","2.0.0","643754","p20xng64d9m","p73","null","stimuli/kitchen_6.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","608","2.0.0","644866","p20xng64d9m","p73","1110","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","2","","","","[""A"",""B"",""C""]","[""A"",""E"",""I""]","false","[""<p>Sequence 1</p>"",""stimuli/street_66.jpg"",""stimuli/field_49.jpg"",""stimuli/stream_50.jpg""]","[""<p>Sequence 2</p>"",""stimuli/street_66.jpg"",""stimuli/gym_67.jpg"",""stimuli/kitchen_6.jpg""]"
"","","","","","html-keyboard-response","609","2.0.0","645868","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","610","2.0.0","646872","p20xng64d9m","p73","null","stimuli/playground_11.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","611","2.0.0","647875","p20xng64d9m","p73","null","stimuli/bar_29.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","612","2.0.0","648881","p20xng64d9m","p73","null","stimuli/stream_50.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","613","2.0.0","649886","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","614","2.0.0","650892","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","615","2.0.0","651900","p20xng64d9m","p73","null","stimuli/bathroom_36.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","616","2.0.0","652907","p20xng64d9m","p73","null","stimuli/bar_29.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","617","2.0.0","653913","p20xng64d9m","p73","null","stimuli/bridge_48.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","618","2.0.0","654293","p20xng64d9m","p73","378","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","1","","","","[""G"",""H"",""I""]","[""D"",""H"",""L""]","true","[""<p>Sequence 1</p>"",""stimuli/playground_11.jpg"",""stimuli/bar_29.jpg"",""stimuli/stream_50.jpg""]","[""<p>Sequence 2</p>"",""stimuli/bathroom_36.jpg"",""stimuli/bar_29.jpg"",""stimuli/bridge_48.jpg""]"
"","","","","","html-keyboard-response","619","2.0.0","655299","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","620","2.0.0","656304","p20xng64d9m","p73","null","stimuli/playground_11.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","621","2.0.0","657309","p20xng64d9m","p73","null","stimuli/bar_29.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","622","2.0.0","658315","p20xng64d9m","p73","null","stimuli/stream_50.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","623","2.0.0","659320","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","624","2.0.0","660324","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","625","2.0.0","661329","p20xng64d9m","p73","null","stimuli/desert_4.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","626","2.0.0","662333","p20xng64d9m","p73","null","stimuli/gym_67.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","627","2.0.0","663338","p20xng64d9m","p73","null","stimuli/coast_42.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","628","2.0.0","663681","p20xng64d9m","p73","341","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","1","","","","[""G"",""H"",""I""]","[""J"",""B"",""F""]","true","[""<p>Sequence 1</p>"",""stimuli/playground_11.jpg"",""stimuli/bar_29.jpg"",""stimuli/stream_50.jpg""]","[""<p>Sequence 2</p>"",""stimuli/desert_4.jpg"",""stimuli/gym_67.jpg"",""stimuli/coast_42.jpg""]"
"","","","","","html-keyboard-response","629","2.0.0","664685","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","630","2.0.0","665690","p20xng64d9m","p73","null","stimuli/desert_4.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","631","2.0.0","666694","p20xng64d9m","p73","null","stimuli/woods_26.jpg","null","","","","","","","","","","",""
